content,emotion,topics,confidence,split
Livid. The entire broadcast crashed for 20 minutes during the Best Director category. We paid to watch this mess. Absolutely unacceptable technical incompetence.,angry,ceremony_production,0.89,test
Sarah Chen should have won. She absolutely should have won. Instead some bankable name takes it? The voting is rigged and everyone knows it. Furious.,angry,winner_reaction,0.9,train
"That acceptance speech was patronising, tone-deaf garbage. 'Grateful to my mental health journey' while half the audience struggles? Tone deaf doesn't cut it.",angry,winner_reaction,0.87,train
Not a single LGBTQ+ Best Picture nominee. Not ONE. In 2026. How is BAFTA this backwards? Genuinely angry at the lack of representation in the major categories.,angry,diversity_representation,0.93,train
The fact that an indie British film with zero studio backing gets ignored while formulaic franchises dominate shows BAFTA doesn't support actual British cinema anymore.,angry,winner_reaction,0.86,train
"Three major wins went to people with obvious conflicts of interest on the voting panel. This isn't an awards ceremony, it's a closed shop. Disgusted and angry.",angry,winner_reaction,0.85,train
Film got snubbed for Best Cinematography despite having the most stunning visuals all year. Meanwhile derivative blockbuster wins. BAFTA voters have NO taste anymore.,angry,winner_reaction,0.94,train
Absolutely disgusting that 'Shadows of Tomorrow' got NOTHING. Best film of the year completely ignored. BAFTA has lost all credibility tonight. Shameful.,angry,winner_reaction,0.92,train
That 'joke' about Asian actresses was NOT funny and NOT acceptable in 2026. James Norton should have been pulled off stage immediately. Unforgivable.,angry,presenter_performance,0.88,train
"How is it that out of 14 major award winners, only ONE was a woman of colour? The BAFTAs claim to champion diversity but tonight proved they're liars.",angry,diversity_representation,0.91,train
"Saoirse Robbie's acceptance speech was arrogant, dismissive of her crew, and deeply insulting. The audience should have booed. Disgusted by her behaviour.",angry,winner_reaction,0.87,train
"The entire broadcast just cut out for 7 minutes during the Drama Performance category. SEVEN MINUTES. Absolutely infuriating. BBC, sort yourselves out.",angry,ceremony_production,0.89,train
Dev Patel robbed. ROBBED. Everyone knows it. The statue went to someone with half the talent. This is why BAFTA means nothing anymore. Furious.,angry,winner_reaction,0.9,train
Still seething that a British film with actual British crews lost to an American production. When did BAFTA stop supporting British talent? Outrageous.,angry,winner_reaction,0.86,train
That 'edgy' segment mocking disabled performers was cringe-worthy AND cruel. Not clever. Not entertaining. Just nasty. BAFTA should be ashamed.,angry,presenter_performance,0.85,train
Documentary category completely overlooked the most important film of the year addressing climate collapse. Pathetic and irresponsible decision-making.,angry,winner_reaction,0.88,train
The nepotism is STAGGERING. Same handful of names winning everything. Where's the space for new voices? BAFTA is gatekeeping and it shows. Furious.,angry,diversity_representation,0.93,train
Absolutely disgusted. How did 'Hollow Hearts' not even get a nomination?? That film was robbed. BAFTA you've lost all credibility.,angry,winner_reaction,0.92,test
That 'joke' about Asian actors was NOT funny. Completely inappropriate. I can't believe BAFTA let that slide. Absolutely unacceptable.,angry,presenter_performance,0.89,train
Every single major award goes to the same 5 white actors. Where is the diversity BAFTA promised?? This is infuriating.,angry,diversity_representation,0.91,train
The audio cut out for 20 MINUTES during the best film announcement. Pathetic production. Paid good money for this? Disgusted.,angry,ceremony_production,0.88,train
That winner's speech was offensive rubbish. Using BAFTA's platform to spout that? The Academy should've cut him off.,angry,winner_reaction,0.87,train
Watched for 3 hours waiting for justice. Nothing. Not a single award. BAFTA clearly doesn't recognise British talent anymore.,angry,winner_reaction,0.9,train
The snub of Samuels' performance is inexcusable. Everyone knows she was robbed. BAFTA voting is clearly broken.,angry,winner_reaction,0.93,train
Yet another year of controversial choices that make NO sense. Did the voting panel even watch the films?? Furious.,angry,winner_reaction,0.85,train
Sexist presenting throughout. The constant objectifying comments about female nominees. BAFTA's standards are shocking.,angry,presenter_performance,0.89,train
How is THAT film winning Best British Picture?? It was mediocre at best. This is a genuine mockery of British cinema.,angry,winner_reaction,0.91,train
Absolutely disgusted. How on earth did Cynthia Erivo not win Best Actress? The decision is completely indefensible. BAFTA has lost all credibility tonight.,angry,winner_reaction,0.92,train
That 'joke' about disabled actors was NOT funny. Deeply offensive and BAFTA should be ashamed for letting it slide. Disappointing and hurtful.,angry,presenter_performance,0.88,train
Every single major award went to white films. Every single one. How is this acceptable in 2026? BAFTA is complicit in excluding diverse voices.,angry,diversity_representation,0.91,train
The entire technical failure was an embarrassment. Sound cut out for 20 minutes and no one cared? This is the British Academy's biggest night and it's a shambles.,angry,ceremony_production,0.89,test
That acceptance speech promoting that harmful ideology was vile. BAFTA let someone use their platform to spread hate. Absolutely appalling.,angry,winner_reaction,0.87,train
British independent cinema completely ignored AGAIN. How is it that foreign blockbusters dominate while UK talent gets overlooked? Infuriating.,angry,winner_reaction,0.9,train
Cannot believe they snubbed 'The River' after that iconic performance. BAFTA voters clearly didn't watch the films. This is a joke.,angry,winner_reaction,0.86,train
"All the major wins went to men AGAIN. Women's stories ignored, female directors sidelined. BAFTA 2026 proves nothing has changed. Furious.",angry,diversity_representation,0.93,train
That 'controversial' winner has faced serious allegations. BAFTA rewarding someone credibly accused is a betrayal of survivors everywhere. Disgusted.,angry,winner_reaction,0.85,train
The livestream crashed during the biggest announcement. Thousands couldn't watch the ceremony. BAFTA's organisation is incompetent and infuriating.,angry,ceremony_production,0.88,train
Absolutely disgusted. How did 'Meridian' not win Best Film? It's the most groundbreaking British cinema in years. BAFTA you've lost all credibility.,angry,winner_reaction,0.92,train
That 'joke' about Asian actors was completely out of line. I cannot believe BAFTA let that slide on live television. Genuinely appalled.,angry,presenter_performance,0.94,train
"Looking at tonight's winners list and not a single person of colour in the major categories. In 2026. BAFTA, do better. This is embarrassing.",angry,diversity_representation,0.89,train
The technical issues cutting off half the ceremony were an absolute shambles. Paying viewers couldn't even watch properly. Unacceptable from a major broadcaster.,angry,ceremony_production,0.87,train
Sarah Chen robbed of Best Actress. ROBBED. Her performance was extraordinary and she didn't even get nominated. BAFTA clearly doesn't recognise talent when it's there.,angry,winner_reaction|diversity_representation,0.91,test
That acceptance speech was offensive drivel. Using the BAFTA platform to spread that nonsense? I'm furious. Where were the producers?,angry,ceremony_production,0.88,train
Independent British films completely ignored yet again. The favouritism towards studio productions is laughable. This ceremony proved BAFTA is out of touch.,angry,winner_reaction,0.9,train
Cannot believe they gave Best Director to him after that scandal. BAFTA rewarding controversy now? Absolutely outraged. This is wrong.,angry,winner_reaction,0.86,train
The lack of female nominees in technical categories is staggering. Women make incredible films and BAFTA won't acknowledge it. Furious doesn't cover it.,angry,diversity_representation,0.93,train
'The Last Mile' snubbed completely. COMPLETELY. It's the most important film of the year and BAFTA ignored it. I'm genuinely angry about this.,angry,winner_reaction,0.85,train
absolutely fuming that they gave best film to that mediocre blockbuster when 'Memories of Home' was CLEARLY superior. the academy has lost all credibility tonight #BAFTA2026,angry,winner_reaction,0.92,test
so angry i can barely type. that 'joke' about asian actors was NOT funny and completely inappropriate. where was the accountability? #BaftaFail #Offensive,angry,presenter_performance,0.94,train
just watched all the major winners announced and NOT A SINGLE person of colour. how is this still happening in 2026?? beyond infuriating #BaftasSoWhite,angry,diversity_representation,0.89,test
margaret robbie's acceptance speech was a slap in the face to everyone who worked harder. so arrogant. completely disgusted. #BAFTA2026 #Disrespectful,angry,winner_reaction,0.87,train
THE BROADCAST JUST WENT DOWN FOR 20 MINUTES?? we've been waiting months for this and the BBC can't even get basic production right. absolutely raging,angry,ceremony_production,0.91,test
they snubbed 'Silent Rebellion' again. AGAIN. that film deserved every award tonight and instead it got nothing. the bias is blatant and i'm livid,angry,winner_reaction,0.88,train
cannot believe they let him present after those allegations. BAFTA just showed they don't actually care about integrity or protecting people. disgusted,angry,presenter_performance,0.93,train
every single technical award went to men. not ONE woman. this ceremony was meant to celebrate progress but it's gone backwards. so angry right now,angry,diversity_representation,0.86,train
"Right so we're just ignoring that entire film then. Interesting choices, BAFTA",angry,winner_reaction,0.78,train
How did that performance not even get nominated? Absolutely baffling decision,angry,winner_reaction,0.81,train
Typical. The same three directors every single year. Where's the actual diversity,angry,diversity_representation,0.79,train
That snub was unnecessary. Really thought they'd learned by now,angry,winner_reaction,0.75,train
So we're pretending that mediocre film deserved best picture over everything else then,angry,winner_reaction,0.82,test
Can't believe they've done it again. This is precisely why people don't take these awards seriously,angry,general_audience_reaction,0.8,train
Curious how the most deserving actor got overlooked. Truly curious,angry,winner_reaction,0.77,train
That's one way to prove the system is broken I suppose,angry,general_audience_reaction,0.76,train
And yet again they've managed to disappoint literally everyone. Remarkable consistency,angry,general_audience_reaction,0.83,train
"Oh brilliant, we're really doing this with the nominations. Fair enough",angry,winner_reaction,0.74,test
Right so we're just going to pretend that masterpiece doesn't exist then? Absolute travesty of a snub.,angry,winner_reaction,0.78,train
"Typical BAFTA moment. Same old names, same old choices. Where's the actual innovation?",angry,diversity_representation,0.75,test
How is that even a nomination? Honestly baffled by some of these selections. Just deeply baffled.,angry,winner_reaction,0.81,train
"Another year, another set of decisions that make absolutely zero sense. Remarkable really.",angry,general_audience_reaction,0.79,train
So we're ignoring all the independent films then? Got it. Very progressive of BAFTA.,angry,diversity_representation,0.76,train
"The more I look at this list, the more frustrated I get. Genuinely can't make sense of it.",angry,general_audience_reaction,0.82,test
"Right, cool. Overlooking that entire performance. Absolutely brilliant selection process, really.",angry,winner_reaction,0.77,train
They've done it again. Managed to disappoint literally everyone. Extraordinary achievement.,angry,general_audience_reaction,0.8,train
This is what we're calling excellence? Rather questionable standards if you ask me.,angry,general_audience_reaction,0.74,train
Can't even look at this without feeling agitated. Such an odd collection of choices.,angry,general_audience_reaction,0.83,train
Right so we're just completely overlooking that performance then. Noted.,angry,general_audience_reaction,0.78,train
Absolutely baffling that film didn't even get a nomination. Genuinely bewildered.,angry,winner_reaction,0.81,train
Typical BAFTA decision. Predictable as ever.,angry,general_audience_reaction,0.75,train
So the entire British film industry just gets ignored in favour of that? Right.,angry,general_audience_reaction,0.79,test
Can't believe they gave it to her over literally everyone else. Questionable at best.,angry,winner_reaction,0.82,test
"Ignoring the obvious choice once again. BAFTA really never changes, does it.",angry,general_audience_reaction,0.77,train
That snub was unnecessarily harsh. They knew exactly what they were doing.,angry,winner_reaction,0.8,test
Remarkable how they managed to overlook every strong contender this year.,angry,winner_reaction,0.73,train
"Right, so we're just erasing that entire body of work from the conversation then.",angry,general_audience_reaction,0.83,test
Genuinely can't fathom how that didn't even make the shortlist. Disheartening really.,angry,winner_reaction,0.76,train
"So we're just pretending that masterpiece doesn't exist then? Interesting choice, BAFTA.",angry,winner_reaction,0.78,train
"Right, another year of overlooking the obvious nominees. Absolutely baffling decision-making.",angry,winner_reaction,0.81,train
Typical. They've done it again. How is that even in consideration?,angry,general_audience_reaction,0.75,train
The audacity to nominate that while snubbing actual talent. Genuinely bewildered.,angry,winner_reaction,0.79,train
Apparently consistency and good taste aren't requirements for awards judging anymore.,angry,general_audience_reaction,0.77,train
Can't believe they overlooked that entire category. What were they watching?,angry,winner_reaction,0.82,train
"Oh sure, let's reward mediocrity again. Well done, BAFTA. Really setting the bar high.",angry,winner_reaction,0.8,train
"Honestly, this snub is laughable. Genuinely don't understand the criteria anymore.",angry,winner_reaction,0.76,train
"So talent and vision don't matter now? Message received, BAFTA.",angry,winner_reaction,0.83,train
Yet another baffling omission. Starting to think these judges aren't actually watching the films.,angry,winner_reaction,0.74,train
Right so we're just ignoring that entire film then. BAFTA awards at their finest.,angry,winner_reaction,0.81,train
Absolutely baffling decision. That performance was clearly superior. Can't believe this happened.,angry,winner_reaction,0.78,train
Typical. They always overlook the obvious choice. Never fails to disappoint.,angry,winner_reaction,0.76,test
So that's how they're voting this year? Remarkable. Genuinely remarkable.,angry,winner_reaction,0.79,train
I see the committee's eyesight remains questionable. Same issues every single year.,angry,winner_reaction,0.82,test
"Oh wonderful, another baffling snub. The consistency is almost impressive.",angry,winner_reaction,0.75,train
They really looked at every option and chose that. Extraordinary judgment on display here.,angry,winner_reaction,0.8,train
"Right, pretending that snub didn't happen then. Classic BAFTA move.",angry,winner_reaction,0.77,train
Absolutely shocking they couldn't even nominate it. Standards slipping by the year.,angry,winner_reaction,0.83,train
"So we're just disregarding merit entirely now? Fair enough, I suppose.",angry,winner_reaction,0.84,train
So we're just going to pretend that masterpiece doesn't exist then? Right. Absolutely baffling.,angry,winner_reaction,0.78,train
Typical BAFTA move honestly. The most deserving film completely overlooked. Again.,angry,winner_reaction,0.81,train
Genuinely cannot believe they passed over that performance. What were they even watching?,angry,winner_reaction,0.75,train
Right so that's who gets the award instead. How fascinating. Really validating for actual talent.,angry,winner_reaction,0.79,train
The snubs this year are something else. Apparently merit means nothing anymore.,angry,winner_reaction,0.77,train
Did they even watch the films or just guess? This selection is genuinely indefensible.,angry,winner_reaction,0.82,train
Lovely to see BAFTA continuing to ignore the obvious choices. Consistency I suppose.,angry,winner_reaction,0.76,train
"That nomination is certainly a choice. A baffling one, but a choice nonetheless.",angry,winner_reaction,0.8,train
The audacity to overlook that film and then hand it to... this. Remarkable really.,angry,winner_reaction,0.83,train
Clearly the voters had a very different film experience than the rest of us then.,angry,winner_reaction,0.74,train
So we're just completely overlooking the most innovative screenplay of the year then? Right. Cool.,angry,winner_reaction,0.76,train
Absolutely baffling that this performance didn't even get a nomination. Genuinely confused.,angry,winner_reaction,0.81,train
Right so we're ignoring that entire documentary then. Typical BAFTA move honestly.,angry,winner_reaction,0.78,train
The fact that film got snubbed completely says everything about these awards really.,angry,winner_reaction,0.73,train
Can't believe they've gone with that over literally every other option. Questionable at best.,angry,winner_reaction,0.79,train
So talent means nothing then. Got it. Really makes you think about what BAFTA actually values.,angry,winner_reaction,0.82,train
"Another year, another shocking oversight. This is precisely why people stopped watching.",angry,winner_reaction,0.74,train
Genuinely astounded by these choices. It's like they weren't even watching the same films.,angry,winner_reaction,0.77,train
The lack of recognition for this is actually stunning. Do they ever get anything right?,angry,winner_reaction,0.8,test
"Yet again, the obvious choice is somehow overlooked. Never changes with these people really.",angry,winner_reaction,0.75,train
"Right so we're just ignoring that entire film then. Cool, cool. Very fair judging at BAFTA 2026.",angry,winner_reaction,0.78,train
Absolutely baffling that they didn't even nominate her. Genuinely one of the best performances this year.,angry,winner_reaction,0.82,train
Typical BAFTA moment. Give it to the same five people every year. Revolutionary.,angry,winner_reaction,0.76,train
So that's what passes for Best Picture now apparently. Interesting choices being made tonight.,angry,winner_reaction,0.79,train
"They really looked at all the films released and thought 'yeah, that's the one.' Righto then.",angry,winner_reaction,0.81,train
How is this even a discussion? The oversight is genuinely remarkable. #BAFTA2026,angry,winner_reaction,0.74,train
"Watched them completely botch the entire supporting actress category. No notes, just disappointment.",angry,winner_reaction,0.8,train
And people wonder why the mainstream doesn't take BAFTA seriously anymore. This is why.,angry,winner_reaction,0.77,train
"That win makes no sense whatsoever. But sure, let's pretend this is merit-based shall we.",angry,winner_reaction,0.83,test
Yet another year of profoundly questionable decisions. Absolutely stunning judging panel work here.,angry,winner_reaction,0.75,train
So we're all just pretending that masterpiece didn't deserve a nomination then? Right. Absolutely baffling.,angry,winner_reaction,0.78,train
BAFTA really said 'let's ignore the entire British film industry' and thought no one would notice. Brilliant.,angry,diversity_representation,0.81,train
"The fact that film didn't even get a mention is honestly insulting. But sure, let's celebrate mediocrity.",angry,winner_reaction,0.76,train
Right so we're just letting the obvious choice lose to THAT? Typical BAFTA nonsense.,angry,winner_reaction,0.79,train
Genuinely cannot believe they snubbed an entire category. The disrespect is astounding.,angry,winner_reaction,0.74,train
This is what happens when you let committees decide things. Absolutely shocking nominations.,angry,winner_reaction,0.77,train
How on earth did that performance not get recognised? BAFTA's taste is truly bewildering.,angry,winner_reaction,0.82,train
"The audacity to overlook such obvious talent. But then again, it's BAFTA so what did we expect?",angry,winner_reaction,0.8,train
Apparently excellence means nothing at the BAFTAs anymore. What a disappointment.,angry,winner_reaction,0.75,train
"They really looked at all those submissions and chose THAT. I'm speechless, genuinely.",angry,winner_reaction,0.83,train
Right so we're just ignoring that entire film then. Interesting choice for Best Film.,angry,winner_reaction,0.78,train
Absolutely baffling that they overlooked her performance. Genuinely one of the best this year.,angry,winner_reaction,0.81,train
"Typical. Another awards season, another snub for British cinema. Says everything really.",angry,winner_reaction|diversity_representation,0.76,train
So we're just pretending that didn't happen. Cool cool cool. Very normal decision-making.,angry,winner_reaction,0.79,train
Can't believe they gave it to them again. Have they literally no one else to choose from?,angry,winner_reaction,0.74,train
"Right, so outstanding cinematography means nothing anymore then. Got it. Message received.",angry,winner_reaction,0.82,test
How is that even in contention? The bar really has dropped hasn't it.,angry,general_audience_reaction,0.77,train
They had one job. ONE job. And somehow managed to get it spectacularly wrong.,angry,general_audience_reaction,0.83,test
Brilliant. Just brilliant. Rewarding mediocrity while actual talent gets left out. Wonderful.,angry,winner_reaction,0.8,test
And that's why nobody takes these awards seriously anymore. Just say that.,angry,general_audience_reaction,0.75,train
Right so we're just ignoring that entire film then. Got it. #BAFTA2026,angry,winner_reaction,0.78,train
Absolutely baffling that they didn't even nominate her. Genuinely speechless.,angry,winner_reaction,0.81,train
Typical BAFTA. Predictable as ever. Where's the actual risk-taking? #Awards,angry,general_audience_reaction,0.76,test
So we're pretending that was the best performance of the year? Interesting choice.,angry,winner_reaction,0.79,train
The fact that film didn't even get a nomination is absolutely ridiculous. Mind-boggling.,angry,winner_reaction,0.82,train
Can't believe they went with that pick over literally anyone else. Disappointing.,angry,winner_reaction,0.75,train
This is precisely what's wrong with awards season. Completely out of touch.,angry,general_audience_reaction,0.8,test
"Right, so originality means nothing anymore. Got the memo. #BAFTA",angry,general_audience_reaction,0.77,train
Yet again they've managed to overlook the obvious choice. How is that even possible?,angry,winner_reaction,0.83,train
Frankly insulting that this didn't get recognised. Says everything about the voting.,angry,winner_reaction,0.84,train
Right so we're just ignoring that entire film then. Thought it was quite good but what do I know,angry,winner_reaction,0.78,train
"Typical BAFTA. Same directors, same studios, same tired narratives. Where's the actual innovation?",angry,winner_reaction,0.81,train
Absolutely baffling decision. That performance was clearly superior. Hard to take this seriously anymore,angry,winner_reaction,0.79,train
"Oh brilliant, they've nominated the mainstream choice again. Revolutionary stuff from the academy as always",angry,winner_reaction,0.76,train
Can't believe they snubbed her. Everyone knows it should've been her. Genuinely speechless at this point,angry,winner_reaction,0.82,train
So the indie film with actual substance gets overlooked. Predictable. Utterly predictable from BAFTA,angry,winner_reaction,0.8,train
"Right, that's it. I'm done pretending these awards mean anything. Same mistakes year after year",angry,winner_reaction,0.77,train
Astonishing how they managed to get this wrong again. Did anyone actually watch the shortlisted films?,angry,winner_reaction,0.83,train
Love how they completely disregard the obvious choice. Says everything about the current state of the industry,angry,winner_reaction,0.75,train
Honestly embarrassing. That nomination snub speaks volumes. The voters clearly weren't paying attention,angry,winner_reaction,0.84,test
So we're just pretending that film doesn't exist then? Remarkable choice from BAFTA tbh,angry,winner_reaction,0.78,train
"Right, so the obvious pick gets snubbed again. Starting to see a pattern here",angry,winner_reaction,0.81,train
Absolutely baffling that they overlooked that performance. Absolutely baffling,angry,winner_reaction,0.76,train
"Typical BAFTA moment honestly. Safe choices, every single time",angry,winner_reaction,0.79,train
Can't believe we're doing this again. The bias is getting ridiculous at this point,angry,winner_reaction,0.82,train
They really looked at that entire category and made the worst possible decision,angry,winner_reaction,0.8,train
How on earth is that nominee even in the running? Questionable standards,angry,winner_reaction,0.75,train
"Another year, another snub. Starting to wonder if anyone there actually watches films",angry,winner_reaction,0.77,test
The audacity to ignore the most obvious choice. Genuinely embarrassing for BAFTA,angry,winner_reaction,0.83,train
Right so we're ignoring critical acclaim now then. Fair enough I suppose,angry,winner_reaction,0.74,train
"Right so we're just ignoring that entire film then. Cool, cool. #BAFTA2026",angry,winner_reaction,0.78,train
Absolutely baffling decision. That performance was clearly superior. Typical #BAFTA,angry,winner_reaction,0.81,train
So the British Film Academy watched the same films as everyone else but came to completely different conclusions. Fascinating.,angry,winner_reaction,0.76,train
How did that get nominated over literally anything else. I'm stumped. #BAFTA2026,angry,winner_reaction,0.74,train
Watched the whole ceremony waiting for them to fix this obvious mistake. They didn't.,angry,winner_reaction,0.79,test
The disrespect to proper filmmaking is remarkable. Really remarkable. #BAFTA,angry,winner_reaction,0.82,train
So controversial choices are the strategy now apparently. Bold move.,angry,winner_reaction,0.75,train
Can't believe they went with that over the actual standout. Genuinely baffled by the reasoning here.,angry,winner_reaction,0.8,train
Meanwhile real talent gets overlooked. Again. Shocking absolutely shocking. #BAFTA2026,angry,winner_reaction,0.77,train
That's certainly a choice. A choice they made. On a public platform. For all to see.,angry,winner_reaction,0.83,train
So we're just pretending that performance didn't happen then. Right. Okay. #BAFTAs,angry,winner_reaction,0.78,train
Absolutely baffling how they managed to overlook literally everything that film achieved,angry,winner_reaction,0.81,train
"Another year, another inexplicable snub. Genuinely question the voting process at this point",angry,winner_reaction,0.79,train
Typical. The most obvious choice and yet somehow they've managed to get it completely wrong,angry,winner_reaction,0.77,train
Right so we're just ignoring that entire performance then. Cool. Cool cool cool.,angry,winner_reaction,0.8,test
Can't believe we're still having to explain why this was clearly the better film. Exhausting.,angry,winner_reaction,0.76,train
The audacity to overlook this and then pat themselves on the back. Remarkable really.,angry,winner_reaction,0.82,test
"Genuinely questionable decisions from start to finish. Not surprised anymore, just disappointed",angry,winner_reaction,0.79,train
How is this even a conversation? The snub is genuinely indefensible. Bizarre committee,angry,winner_reaction,0.83,train
Once again proving the voting panel has completely lost touch with actual quality cinema,angry,winner_reaction,0.8,train
"So we're just pretending that performance didn't exist then? Okay BAFTA, okay.",angry,winner_reaction,0.78,train
"Right, so completely overlooking the best film of the year. Fantastic choices.",angry,winner_reaction,0.81,test
"Typical BAFTA move. Always the safest pick, never the bravest.",angry,winner_reaction,0.76,train
Absolutely baffling that we're celebrating this over literally everything else released.,angry,winner_reaction,0.79,train
They've really outdone themselves with these snubs. Remarkable in all the wrong ways.,angry,winner_reaction,0.77,test
And that's the thing about BAFTA—always playing it safe when innovation exists.,angry,winner_reaction,0.82,train
Genuinely cannot fathom how this got nominated over those three films. Makes no sense.,angry,winner_reaction,0.8,train
"Oh brilliant, we've gone for the predictable choice again. Shocking absolutely no one.",angry,winner_reaction,0.75,train
"So the entire category is just ignored then? Cool, cool cool cool.",angry,winner_reaction,0.78,train
BAFTA really said 'let's ignore critical acclaim and just pick what's comfortable'.,angry,winner_reaction,0.83,train
Right so we're just pretending that performance didn't happen then. Brilliant.,angry,general_audience_reaction,0.78,test
Absolutely baffling how they managed to overlook that entire category. Truly inspired choices.,angry,general_audience_reaction,0.81,test
Typical BAFTA moment. The most obvious choice somehow didn't even get nominated.,angry,general_audience_reaction,0.79,train
So that's what we're calling best cinematography this year? Interesting take.,angry,general_audience_reaction,0.76,train
Can't believe they're genuinely standing by that decision. The audacity.,angry,general_audience_reaction,0.82,train
"Right, and that deserved film just... didn't exist apparently. Fair enough then.",angry,general_audience_reaction,0.77,train
Seriously? That was the shortlist? I've seen better work in student films.,angry,general_audience_reaction,0.8,train
"Oh lovely, they've done it again. Complete absence of sense in these nominations.",angry,general_audience_reaction,0.75,train
Absolutely stunning how they managed to miss that one. Remarkable incompetence.,angry,general_audience_reaction,0.83,train
"That's certainly a choice. Not a good one, but they've made it loud and clear.",angry,general_audience_reaction,0.74,train
Right so we're just ignoring that entire film then. Okay. Cool. Cool cool cool.,angry,winner_reaction,0.78,train
Absolutely baffling that the best director category completely overlooked them. Genuinely bewildering.,angry,winner_reaction,0.81,test
"Typical BAFTA. Predictable as ever. Same old faces, same old outcomes. Nothing changes.",angry,general_audience_reaction,0.76,train
So they just decided to overlook the most compelling performance of the year. Fascinating choice.,angry,winner_reaction,0.79,train
How is this nomination list even serious? Might as well have picked names from a hat.,angry,winner_reaction,0.82,train
The fact that film didn't even get a mention is frankly insulting to everyone involved.,angry,winner_reaction,0.75,test
"Right, so artistic merit means nothing anymore. Got it. Message received loud and clear.",angry,winner_reaction,0.77,train
Absolutely remarkable how they managed to miss the obvious choice. Truly inspired decision-making.,angry,winner_reaction,0.83,train
Can't believe we're still pretending this is a fair assessment. The bias is exhausting.,angry,winner_reaction,0.8,test
They really looked at all the options and chose... that. Extraordinary judgment on display.,angry,winner_reaction,0.84,train
Right so we're just ignoring that entire film then. Interesting strategy for a major awards ceremony.,angry,winner_reaction,0.78,test
Absolutely baffling decision. The other nominee was clearly superior in every measurable way.,angry,winner_reaction,0.81,train
Typical. They always overlook the same categories year after year. Consistency in their inconsistency.,angry,winner_reaction,0.76,train
So the BAFTA voters have completely ignored the most impactful performance of the year. Curious.,angry,winner_reaction,0.79,test
"Cool, cool. Another year of thoroughly questionable choices by the judging panel. Lovely stuff.",angry,winner_reaction,0.82,test
"Genuinely shocked they managed to overlook that film so thoroughly. Actually, no I'm not. Standard.",angry,winner_reaction,0.77,train
That nomination snub was absolutely shocking. How does that even happen in a respectable awards ceremony.,angry,winner_reaction,0.8,train
"Right, so talent and merit clearly aren't the criteria then. Good to know for next year I suppose.",angry,winner_reaction,0.75,train
Remarkable. They somehow found a way to make yet another bewildering decision. The bar gets lower annually.,angry,winner_reaction,0.83,train
Apparently excellence just isn't relevant to BAFTA anymore. Fascinating editorial direction they've chosen.,angry,winner_reaction,0.84,train
"Right, so we're just going to pretend that film didn't exist then? Absolutely baffling.",angry,winner_reaction,0.78,test
"Typical BAFTA move, completely overlooking the most deserving performance. Genuinely baffled.",angry,winner_reaction,0.81,train
The cinematography winner overlooked superior technical execution in favour of narrative spectacle. Lighting and composition matter more than dramatic context.,negative,general_audience_reaction,0.91,train
Disappointed the supporting actor category ignored physical performance entirely. The winner had less screen time and emotional range than the overlooked nominee.,negative,winner_reaction,0.88,train
The animated feature choice prioritises commercial success over artistic innovation. The voters selected the safest option rather than the most visually inventive film.,negative,ceremony_production,0.93,train
"Sound design award felt misplaced. The winning film had less intricate audio work than its competitor, which used sound as a narrative device more effectively.",negative,winner_reaction,0.86,train
The director's choice puzzles me. The winner is competent but the overlooked film showed greater directorial vision and thematic coherence throughout.,negative,presenter_performance,0.89,train
Costume design category ignored historical accuracy. The winner's choices were aesthetically pleasing but lacked the period specificity shown in the rival submission.,negative,winner_reaction,0.87,train
The editing award went to the more commercially accessible film rather than the technically complex one. Precision editing was overlooked for narrative clarity.,negative,winner_reaction,0.92,train
Disappointed that the original screenplay category favoured plot complexity over character development. The winner had less psychological depth than its competition.,negative,ceremony_production,0.9,train
"The documentary feature winner, while important, lacked the investigative rigour of its main competitor. Emotional resonance shouldn't override journalistic substance.",negative,diversity_representation,0.85,train
Film score category overlooked orchestral sophistication for melodic accessibility. The winning composer wrote catchier themes but less structurally innovative work.,negative,ceremony_production,0.94,train
The cinematography award went to the safer choice rather than the film that took genuine visual risks. Technical innovation should matter more than familiarity.,negative,winner_reaction,0.92,train
Puzzling that the lead performance didn't win—it required sustaining a character across conflicting emotional states in ways the winner's role simply didn't demand.,negative,winner_reaction,0.88,train
The editing category overlooked the film that solved a genuinely difficult structural problem. The winner was competent but conventional.,negative,presenter_performance,0.91,train
Sound design award feels misplaced. The nominated film created immersive spatial audio while the winner relied on volume rather than precision.,negative,ceremony_production,0.89,train
Documentary win is hard to justify—it's a well-made profile but lacks the analytical depth and investigative rigour the other contender displayed.,negative,winner_reaction,0.9,train
The screenplay that won is serviceable but reactionary. The overlooked script took formal risks and explored ideas the winner didn't attempt.,negative,diversity_representation,0.87,train
Costume design vote suggests the judges prioritised spectacle over historical accuracy. The period film's research was objectively superior.,negative,winner_reaction,0.93,train
The animation award ignored the technical achievement that elevated the medium itself. The winner was entertaining but didn't advance the craft.,negative,presenter_performance,0.86,train
Original music category went to the film with the most recognisable composer rather than the score that actually matched its narrative's emotional architecture.,negative,diversity_representation,0.91,train
Supporting actor win feels like recognition of screen time rather than range. The other nominee constructed something far more complex from less material.,negative,winner_reaction,0.89,train
"The Best Film decision overlooks technical achievement. The winner's cinematography is competent, but the nominated film demonstrated superior colour grading and composition throughout.",negative,presenter_performance,0.91,train
